"","follow","birthyr","turnout12","vote12","meet","march","compromise","ftobama","ftblack","ftwhite","fthisp","ftgay","fttrump","fthrc","ftsanders","ftpolice","ftfem","ftmuslim","ftsci","econnow","lcself","disc_b","disc_h","disc_g","disc_w","disc_m","disc_fed","disc_police","immig_numb","terror_worry","healthspend","finwell","warmcause","freetrade","stopblack","stop_ever","birthright_b","bo_muslim","amer_ident","marstat","employ","educ","gender","race","pid3","pid7","ideo5","pew_churatd","faminc","weight","dpolice.new"
"531","Most of the time",1975,"Definitely voted","Mitt Romney","A little likely","Have not done this in past 4 years","Compromies to get things done",9,38,82,43,15,66,6,17,100,8,7,87,"4","Very conservative","A moderate amount","A little","A little","A moderate amount","A little","Treats blacks moderately better","Treats both the same","Kept the same","Not asked","Decrease a great deal","The same as 20 years ago","Mostly by natural causes","Neither favor nor oppose","Rarely","Not asked","Not asked","Not a Muslim","Very important","Divorced","Full-time","Post-grad","Female","White","Republican","Strong Republican","Very conservative","Once a week",14,0.905994847,"Treats both the same"
"532","Most of the time",1938,"Definitely voted","Barack Obama","Very Likely","Have not done this in past 4 years","Compromies to get things done",100,91,97,93,99,0,100,100,89,100,90,95,"1","Very liberal","A lot","A lot","A moderate amount","None at all","None at all","Treats whites moderately better","Treats whites moderately better","Kept the same","Not asked","Incrase moderately","Moderately better","Mostly by human activity","Favor moderately","Somewhat often","Not asked","Not asked","Not a Muslim","Not important at all","Married","Retired","High school graduate","Male","White","Democrat","Strong Democrat","Liberal","Never",6,0.493710307,"Treats whites moderately better"
"533","Some of the Time",1965,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Compromies to get things done",52,71,49,91,0,97,33,35,51,22,29,43,"3","Neither liberal nor conservative","A great deal","A great deal","A great deal","A great deal","A great deal","Treats both the same","Treats whites much better","Kept the same","Extremely worried","Increase a great deal","A little worse","Mostly by natural causes","Neither favor nor oppose","Very often","Not asked","Favor moderately","Muslim","Extremely important","Divorced","Unemployed","No HS","Female","Hispanic","Democrat","Strong Democrat","Conservative","More than once a week",1,4.621321711,"Treats whites much better"
"534","Only now and then",1979,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",71,71,70,70,1,1,50,61,51,40,71,71,"3","Neither liberal nor conservative","A great deal","A moderate amount","A little","A little","A little","Treats whites moderately better","Treats whites much better","Increased a little","Not asked","Incrase moderately","A little better","About equally by human activity and natural causes","Favor moderately","Somewhat often","Never happened","Not asked","Not a Muslim","Moderately important","Separated","Student","Post-grad","Male","Black","Indepent","Lean Democrat","Moderate","More than once a week",2,0.55153021,"Treats whites much better"
"535","Some of the Time",1990,"Probably did not vote","Not asked","Very Likely","Have done this in past 4 years","Sticks to his or her principles",28,35,22,94,71,1,3,63,14,98,52,51,"3","Very liberal","A great deal","A great deal","A great deal","None at all","None at all","Treats whites a little better","Treats whites much better","Kept the same","Not asked","Increase a little","Moderately worse","About equally by human activity and natural causes","Neither favor nor oppose","Very often","Not asked","Favor a great deal","Muslim","Moderately important","Married","Full-time","High school graduate","Male","Hispanic","Indepent","Independent","Not sure","Once or twice a month",2,0.169250471,"Treats whites much better"
"536","Some of the Time",1934,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",18,81,100,96,50,87,35,55,90,50,25,100,"3","Somewhat conservative","A moderate amount","A lot","A lot","A moderate amount","A little","Treats blacks moderately better","Treats whites moderately better","Decreased a little","Not asked","Decrease a little","The same as 20 years ago","About equally by human activity and natural causes","Opposed a great deal","Rarely","Not asked","Not asked","Skipped","Extremely important","Married","Retired","High school graduate","Male","White","Indepent","Lean Republican","Conservative","Never",3,0.493710307,"Treats whites moderately better"
"537","Most of the time",1960,"Definitely voted","Barack Obama","Moderately likely","Have not done this in past 4 years","Compromies to get things done",99,62,45,85,98,4,20,100,3,71,57,99,"1","Very liberal","A great deal","A great deal","A lot","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Not asked","Increase a little","A great deal worse","Mostly by human activity","Neither favor nor oppose","Very often","Never happened","Not asked","Not a Muslim","Moderately important","Married","Retired","Some college","Female","White","Democrat","Strong Democrat","Very liberal","Never",4,0.287541492,"Treats whites much better"
"538","Only now and then",1955,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",88,80,68,74,80,5,72,52,71,61,61,70,"2","Very liberal","A moderate amount","A moderate amount","A lot","A little","A little","Treats whites a little better","Treats whites moderately better","Decreased a little","Slightly worried","No Change","Moderately better","Mostly by natural causes","Favor a little","Somewhat often","Never happened","Not asked","Not a Muslim","Moderately important","Divorced","Retired","High school graduate","Female","Black","Democrat","Strong Democrat","Liberal","Seldom",8,0.352847187,"Treats whites moderately better"
"539","Most of the time",1954,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",3,80,99,85,85,31,3,40,70,71,50,100,"3","Closer to conservatives","A little","A little","A little","None at all","A little","Treats blacks a little better","Treats whites a little better","Increased a little","Slightly worried","No Change","Moderately better","Mostly by human activity","Favor a little","Sometimes","Has happened","Not asked","Not a Muslim","Extremely important","Married","Full-time","Post-grad","Male","White","Other","Lean Republican","Moderate","Never",11,0.264395143,"Treats whites a little better"
"540","Some of the Time",1948,"Probably did not vote","Not asked","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",2,86,86,73,86,73,1,64,86,51,51,85,"3","Closer to conservatives","A lot","A moderate amount","A great deal","A lot","None at all","Treats both the same","Treats both the same","Decreased a little","Extremely worried","Increase a great deal","A great deal worse","About equally by human activity and natural causes","Neither favor nor oppose","Somewhat often","Not asked","Not asked","Muslim","Extremely important","Married","Retired","High school graduate","Female","White","Indepent","Independent","Conservative","Never",9,2.666940749,"Treats both the same"
"541","Most of the time",1956,"Definitely voted","Barack Obama","Moderately likely","Have done this in past 4 years","Compromies to get things done",99,94,96,96,96,2,89,88,86,89,89,99,"3","Somewhat liberal","A moderate amount","A moderate amount","A moderate amount","None at all","None at all","Treats whites moderately better","Treats whites much better","Kept the same","Not at all worried","Increase a little","A little worse","Mostly by human activity","Neither favor nor oppose","Somewhat often","Has happened","Favor a little","Not a Muslim","Very important","Divorced","Retired","4-year","Male","White","Democrat","Strong Democrat","Liberal","Never",6,0.951160031,"Treats whites much better"
"542","Some of the Time",1962,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",59,53,51,40,53,10,38,39,69,38,50,70,"2","Neither liberal nor conservative","A little","A little","A little","A moderate amount","A moderate amount","Treats blacks a little better","Treats whites a little better","Decreased a little","Slightly worried","No Change","A little worse","Mostly by human activity","Neither favor nor oppose","Sometimes","Not asked","Oppose a little","Not a Muslim","Very important","Married","Full-time","High school graduate","Female","White","Democrat","Not sure","Moderate","Seldom",8,0.654864022,"Treats whites a little better"
"543","Some of the Time",1974,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Compromies to get things done",6,42,81,68,63,55,6,2,86,6,26,89,"3","Neither liberal nor conservative","A moderate amount","A little","A moderate amount","A little","A little","Treats blacks a little better","Treats both the same","Decreased a little","Not asked","Decrease moderately","Moderately better","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Not asked","Oppose a great deal","Not a Muslim","A little important","Single","Full-time","High school graduate","Male","White","Indepent","Independent","Moderate","Never",6,0.263934577,"Treats both the same"
